Company,Company Description,Market Cap,Stock Price,PE Ratio,EPS,Market Cap Real
346) Mid-America (MAA),"Mid-America Apartment Communities, Inc. (MAA), incorporated on September 22, 1993, is a multifamily focused, self-administered and self-managed real estate investment trust (REIT). The Company owns, operates, acquires and develops apartment ...See Company Profile ...Dividend History ...List of ETFs holding MAA",$14.15,$123.71,58.35,2.94,"$14,150,000,000"
347) Catalent (CTLT),"Catalent, Inc., incorporated on March 14, 2007, is a provider of delivery technologies and development solutions for drugs, biologics, and consumer and animal health products. The Companys segments include Softgel ...See Company Profile ...Dividend History ...List of ETFs holding CTLT",$14.13,$85.88,30.78,1.14,"$14,130,000,000"
348) Tyler (TYL),"Tyler Technologies, Inc., incorporated on November 13, 1989, is a provider of information management solutions and services for the public sector, with a focus on local governments. The Company provides ...See Company Profile ...Dividend History ...List of ETFs holding TYL",$14.11,$350.72,59.95,4.6,"$14,110,000,000"
349) Tiffany and Co (TIF),"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items in the Americas, the Asia-Pacific, Japan, Europe, and internationally. The company offers jewelry co...See Company Profile ...Dividend History ...List of ETFs holding TIF",$14.09,$116.11,27.65,2.03,"$14,090,000,000"
350) Royal Caribbean Cruises (RCL),"Royal Caribbean Cruises Ltd., incorporated on July 23, 1985, is a cruise company. The Company owns and operates three global cruise brands: Royal Caribbean International, Celebrity Cruises and Azamara Club ...See Company Profile ...Dividend History ...List of ETFs holding RCL",$14.01,$65.26,-6.73,-9.21,"$14,010,000,000"
351) PerkinElmer (PKI),"PerkinElmer, Inc., incorporated on November 13, 1947, is a provider of products, services and solutions to the diagnostics, research, environmental, industrial and laboratory services markets. The Company operates through two ...See Company Profile ...Dividend History ...List of ETFs holding PKI",$13.93,$124.56,20.93,2.63,"$13,930,000,000"
352) Nucor (NUE),"Nucor Corporation manufactures and sells steel and steel products in the United States and internationally. It operates in three segments: Steel Mills, Steel Products, and Raw Materials. The Steel Mil...See Company Profile ...Dividend History ...List of ETFs holding NUE",$13.90,$46.04,16.33,1.67,"$13,900,000,000"
353) Essex Property Trust (ESS),"Essex Property Trust, Inc., incorporated on March 11, 1994, is a self-administered and self-managed real estate investment trust (REIT). The Company is engaged primarily in the ownership, operation, management, acquisition, ...See Company Profile ...Dividend History ...List of ETFs holding ESS",$13.83,$212.10,52.11,9.52,"$13,830,000,000"
354) Genuine Parts (GPC),"Genuine Parts Company, incorporated on May 7, 1928, is a service organization engaged in the distribution of automotive replacement parts, industrial replacement parts, office products and electrical/electronic materials. The Companys ...See Company Profile ...Dividend History ...List of ETFs holding GPC",$13.83,$95.85,17.49,-1.32,"$13,830,000,000"
355) CH Robinson Worldwide (CHRW),"C.H. Robinson Worldwide, Inc. (C.H. Robinson), incorporated on August 11, 1997, is a third-party logistics company. The Company provides freight transportation services and logistics solutions to companies of a range ...See Company Profile ...Dividend History ...List of ETFs holding CHRW",$13.60,$100.87,24.25,3.44,"$13,600,000,000"
356) IDEX (IEX),"IDEX Corporation (IDEX), incorporated on September 24, 1987, operates an applied solutions business that sells pumps, flow meters and other fluidics systems, and components and engineered products. The Company operates ...See Company Profile ...Dividend History ...List of ETFs holding IEX",$13.59,$179.92,33.07,4.91,"$13,590,000,000"
357) Cardinal Health (CAH),"Cardinal Health, Inc. is a healthcare services and products company. The Company operates through two segments: Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, over-the-counter ...See Company Profile ...Dividend History ...List of ETFs holding CAH",$13.58,$46.30,7.79,-12.61,"$13,580,000,000"
358) Darden Restaurants (DRI),"Darden Restaurants, Inc., incorporated on March 30, 1995, is a full-service restaurant company. The Company owned and operated 1,536 restaurants through its subsidiaries in the United States and Canada, as ...See Company Profile ...Dividend History ...List of ETFs holding DRI",$13.56,$104.21,17.14,-0.43,"$13,560,000,000"
359) Hartford Financial (HIG),"The Hartford Financial Services Group, Inc., incorporated on December 9, 1985, is a holding company for insurance and financial services subsidiaries. The Company, through its subsidiaries, provides property and casualty ...See Company Profile ...Dividend History ...List of ETFs holding HIG",$13.45,$37.56,7.1,4.97,"$13,450,000,000"
360) J. B. Hunt (JBHT),"J.B. Hunt Transport Services, Inc., incorporated on September 10, 1961, is a holding company. The Company is a surface transportation, delivery, and logistics company in North America. The Company, through ...See Company Profile ...Dividend History ...List of ETFs holding JBHT",$13.45,$127.49,21.46,4.57,"$13,450,000,000"
361) FMC (FMC),"FMC Corporation, incorporated on August 10, 1928, is a diversified chemical company serving agricultural, consumer and industrial markets. The Company operates in three business segments: FMC Agricultural Solutions, FMC Health ...See Company Profile ...Dividend History ...List of ETFs holding FMC",$13.42,$103.61,14.15,3.65,"$13,420,000,000"
362) Carnival (CCL),"Carnival Corporation operates as a leisure travel company in North America, Australia, Europe, and Asia. It operates in four segments: North America and Australia Cruise Operations, Europe and Asia Cr...See Company Profile ...Dividend History ...List of ETFs holding CCL",$13.38,$15.16,-4.49,-4.25,"$13,380,000,000"
363) United Rentals (URI),"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals; and Trench, Power and Fluid Solutions. The General Rentals segmen...See Company Profile ...Dividend History ...List of ETFs holding URI",$13.34,$185.02,11.22,14.9,"$13,340,000,000"
364) JM Smucker (SJM),"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. It operates in four segments: U.S. Retail Coffee, U.S. Retail Consumer Foods, U.S. Retail Pet Foods, an...See Company Profile ...Dividend History ...List of ETFs holding SJM",$13.29,$116.47,13.64,7.56,"$13,290,000,000"
365) Boston Properties (BXP),"Boston Properties (NYSE: BXP) is one of the largest publicly-held developers and owners of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York,...See Company Profile ...Dividend History ...List of ETFs holding BXP",$13.27,$85.27,36.44,6.53,"$13,270,000,000"
366) Alliant Energy (LNT),"Alliant Energy Corporation (Alliant Energy), incorporated on April 22, 1981, operates as a utility holding company. The Companys segments include Utility and Non-regulated, Parent and Other. The Utility segment includes ...See Company Profile ...Dividend History ...List of ETFs holding LNT",$13.25,$53.09,20.5,2.62,"$13,250,000,000"
367) Baker Hughes (BKR),"Baker Hughes Company provides a portfolio of technologies and services worldwide. The company operates through four segments: Oilfield Services (OFS), Oilfield Equipment (OFE), Turbomachinery & Process Solutions (TPS), and Digital Solutions (DS). ...See Company Profile ...Dividend History ...List of ETFs holding BKR",$13.08,$12.65,0,0,"$13,080,000,000"
368) Teradyne (TER),"Teradyne, Inc., incorporated on September 23, 1960, is a global supplier of automation equipment for test and industrial applications. The Company is engaged in designing, developing, manufacturing and selling automatic ...See Company Profile ...Dividend History ...List of ETFs holding TER",$13.05,$78.62,19.41,3.46,"$13,050,000,000"
369) Expedia (EXPE),"Expedia Group, Inc., together with its subsidiaries, operates as an online travel company in the United States and internationally. It operates through Core OTA, Trivago, HomeAway, and Egencia segment...See Company Profile ...Dividend History ...List of ETFs holding EXPE",$13.01,$92.09,61.81,-10.94,"$13,010,000,000"
370) Pool Corp. (POOL),"Pool Corporation, incorporated on December 29, 1993, is a distributor of swimming pool supplies, equipment and related leisure products. The Company is a distributor of irrigation and landscape products in ...See Company Profile ...Dividend History ...List of ETFs holding POOL",$12.94,$322.79,38.57,7,"$12,940,000,000"
371) Ulta Salon Cosmetics n Fragrance (ULTA),"Ulta Beauty, Inc. operates as a beauty retailer in the United States. The company's stores offer cosmetics, fragrances, haircare and skincare products, bath and body products, and salon styling tools;...See Company Profile ...Dividend History ...List of ETFs holding ULTA",$12.88,$228.68,21.25,4.95,"$12,880,000,000"
372) Leidos (LDOS),"Leidos Holdings, Inc., incorporated on August 12, 2005, is global science and technology company. The Company provides technology and engineering services and solutions in the defense, intelligence, civil and health ...See Company Profile ...Dividend History ...List of ETFs holding LDOS",$12.85,$90.39,14.26,4.23,"$12,850,000,000"
373) Celanese (CE),"Celanese Corporation (Celanese), incorporated on November 3, 2004, is a technology and specialty materials company. The Companys segments include Advanced Engineered Materials, Consumer Specialties, Industrial Specialties, Acetyl Intermediates and Other ...See Company Profile ...Dividend History ...List of ETFs holding CE",$12.81,$108.25,11.93,5.24,"$12,810,000,000"
374) Pulte Homes (PHM),"PulteGroup, Inc., incorporated on September 17, 1987, is a homebuilder in the United States. The Companys segments include Homebuilding and Financial Services. Its Homebuilding operations are engaged in the acquisition ...See Company Profile ...Dividend History ...List of ETFs holding PHM",$12.75,$47.53,9.78,4.24,"$12,750,000,000"
